token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
"ซ่อมมากุโระ (เมกะ,สามย่าน,เดอะไนน์)",1,,"เมกะ,สามย่าน,เดอะไนน์ ซ่อมมากุโระ",13.767238599999999,100.44234879999999,ChIJ1_snaVuZ4jARgFayTmJuChg,"ห้องเลขที่ C25, เดอะเซอร์เคิล ราชพฤกษ์ 39 ถ. ราชพฤกษ์ แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170",places,low,,,,,
"ซ่อมมากุโระ (เซ็นทรัล เวสเกต, โรบินสัน ราชพฤกษ์)",1,,"เซ็นทรัล เวสเกต, โรบินสัน ราชพฤกษ์ ซ่อมมากุโระ",13.9353942,100.45723900000002,ChIJAXE2-7WF4jARIL3J7eSn0t4,19 11 ตำบล คลองข่อย อำเภอปากเกร็ด นนทบุรี 11120,places,medium,,,D308,2,"same coords, same place_id"
มากุโระ สาขาสยามวัน,1,,มากุโระ สาขาสยามวัน,13.7449446,100.5334548,ChIJlbASagqf4jARhVY2qj5uKuk,"Unit SS 4005, 388 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330",places,high,,,D086,5,"same coords, same place_id"
มากุโระ สาขาสามย่าน,1,,มากุโระ สาขาสามย่าน,13.733743899999999,100.52840429999999,ChIJh5fFNwCZ4jAR3QcKojVrBFk,4th Floor Samyan Mitrtown ถ. พระรามที่ 4 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330,places,medium,,,D301,2,"same coords, same place_id"
Everwell Grobal,1,,Everwell Grobal,13.5557128,100.37784889999999,ChIJC34bkEe74jARU0V06d_gKJ4,99 265 หมู่2 พันท้ายนรสิงห์ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D309,2,"same coords, same place_id"
DC บางนา,1,,DC บางนา,13.570282299999999,100.7774429,ChIJW_JVrVtbHTERG93IPJ0QSMc,Unnamed Road HQCG+4X8 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ 10540,places,high,,,,,
ชัยนริทร์,1,,ชัยนริทร์,6.422565,101.8251712,ChIJQTt0LfjxszERv3HIBAbo_ho,เลขที่ 45 ถนนระแงะมรรคา ตำบล บางนาค อำเภอเมืองนราธิวาส นราธิวาส 96000,places,high,,,,,
ฟู้ดแพทชั่น,1,ฟู้ดแพชชั่น,,,,,,,,,,,,
สุกี้ตี๋น้อย (BNN),1,,BNN สุกี้ตี๋น้อย,13.8101963,100.61576269999999,ChIJ9dhSUyVjHTERf1ILX2J2CNk,34/4 ถนน ประดิษฐ์มนูญธรรม แขวงลาดพร้าว ลาดพร้าว กรุงเทพมหานคร 10230,places,high,,,,,
ทรัพย์สมุทร,1,,ทรัพย์สมุทร,13.5369711,100.2954015,ChIJM3IAr8u54jARzHYRpEbF7_A,ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
ข้าวต้มเจ๊ใจ,1,,ข้าวต้มเจ๊ใจ,14.612096,100.15397709999999,ChIJJ0m_UU874jARrzfxQDy3xEM,ตำบล ศรีประจันต์ อำเภอศรีประจันต์ สุพรรณบุรี 72140 ประเทศไทย,places,medium,,,,,
เซ็นทรัล กระบี่,1,,เซ็นทรัล กระบี่,8.1007497,98.8923906,ChIJa8ePA7mVUTARAx1dPnnLALM,"55/5, 55/6 55/7 ถ. เพชรเกษม เทศบาลเมืองกระบี่ กระบี่ใหญ่ อำเภอเมืองกระบี่ กระบี่ 81000",places,high,,,D243,2,"same coords, same place_id"
central เชียงใหม่,1,Centralเชียงใหม่,,,,,,,,,,,,
หาดใหญ่ (รอปิดบูธ),1,,รอปิดบูธ หาดใหญ่,7.007114,100.49202679999999,ChIJIRswH64pTTARxdie6y8cB2w,1142 ถ. กาญจนวนิช ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110,places,medium,,,,,
คลังสุขาภิบาล 5,1,,คลังสุขาภิบาล 5,13.8949242,100.6622362,ChIJgcNuunp9HTERCN1bs-WOt_0,ปั้มบางจาก สำนักงานเขตสายไหม แขวงออเงิน สายไหม กรุงเทพมหานคร 10220,places,medium,,,,,
คลัง All Now,1,,คลัง All Now,13.7227467,100.5346457,ChIJVVvfYKif4jARhzg1txom-EY,127 อาคารปัญจภูมิ 2 ชั้น 15 ถ. สาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,places,medium,,,,,
Bigc เปร็ง,1,,Bigc เปร็ง,13.6919147,100.9012679,ChIJgYjW4BlqHTER-jMcCgbunHQ,99 7 ตำบล คลองเปรง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,places,medium,,,D222,3,"same coords, same place_id"
สห ลอว์สัน,1,,สห ลอว์สัน,13.745541999999999,100.5795782,ChIJxSvSVS6f4jARJHwqi4Ss8tU,2170 ถ. เพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,places,high,,,,,
มิราเคิล แพลนเนท,1,,มิราเคิล แพลนเนท,13.746794699999999,100.42753139999999,ChIJ2Z3hdwyX4jAR1aV2-27EF9Y,10 ถนน พุทธมณฑลสาย 1 แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170,places,high,,,,,
คลังอุดรธานี,1,,คลังอุดรธานี,17.4154031,102.7875966,ChIJI0b1NZadIzEREe7K3CyTcE0,Unnamed Road CQ8Q+529 ตำบลหมากแข้ง อำเภอเมืองอุดรธานี อุดรธานี 41000,places,high,,,,,
CK นวนคร,1,,CK นวนคร,14.1329946,100.60275879999999,ChIJKyAxYRZ_4jARqOkAlmIVA-M,101 125 หมู่ที่20 ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,D169,2,"same coords, same place_id"
อินเตอร์เนชั่น แนลโปรเจค เซอร์วิส (เอเชีย) จำกัด,1,,เอเชีย อินเตอร์เนชั่น แนลโปรเจค เซอร์วิส จำกัด,13.7231396,100.6011382,ChIJ89NI5juf4jAR1MfDLXkOMmo,137 ซอย มีสุวรรณ 3 แยก 3 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,places,high,,,,,
FoodStar บ้านแพ้ว,1,,FoodStar บ้านแพ้ว,13.666874,100.0862066,ChIJlf0uX_rp4jARsOwXyAEsMUM,"58 ม.6, ถ.พระประโทน-บ้านแพ้ว, ต.ตลาดจินดา อ.สามพราน จ.นครปฐม , 73110 ตำบล คลองจินดา อำเภอสามพราน นครปฐม 73110",places,high,,,D216,2,"same coords, same place_id"
SK Food,1,S.K. Foods,,,,,,,,,,,,
บริษัท จินซิน อินเตอร์เนชั่นแนล เทรดดิ้ง จำกัด,1,,บริษัท จินซิน อินเตอร์เนชั่นแนล เทรดดิ้ง จำกัด,13.576437199999999,100.22251609999999,ChIJtbonv0y54jARO1p4fV_CzRU,62 3 ตำบล บ้านเกาะ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
PACJ สุวินทวงศ์ (M - SENKO),1,,M - SENKO PACJ สุวินทวงศ์,13.8006419,100.81568879999999,ChIJwSPzN3xvHTER7k_w10euSYE,59 284 ถ. สุวินทวงศ์ ลำผักชี เขตหนองจอก กรุงเทพมหานคร 10530,places,high,,,,,
International Pet Food (Saraburi),1,,Saraburi International Pet Food,14.574043999999999,100.9842266,ChIJtcKsTQXDHTERDmoqcNCIPI4,115/2 ถ. มิตรภาพ ตำบล ตาลเดี่ยว อำเภอแก่งคอย สระบุรี 18110,places,high,,,,,
ห้องเย็นปิติเซ็นเตอร์,1,,ห้องเย็นปิติเซ็นเตอร์,14.201818699999999,100.66074499999999,ChIJUyXk6hOHHTERGJWTAM2OfMc,9/9-10 ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,places,high,,,D292,2,"same coords, same place_id"
โรงพยาบาลจักษุบ้านแพ้ว,1,,โรงพยาบาลจักษุบ้านแพ้ว,13.5917958,100.10385149999999,ChIJS2ohsOrE4jARijqbORU6C7U,H4R3+PG9 บ้านแพ้ว อำเภอบ้านแพ้ว สมุทรสาคร 74120,places,high,,,,,
PCS (ห้องเย็นแปซิฟิค) ครึ่งเที่ยว50%,1,,ห้องเย็นแปซิฟิค PCS ครึ่งเที่ยว50%,13.5845653,100.29124159999999,ChIJzz6wnnK54jARf8v9vQ0kQog,Unnamed Road H7MR+RFH ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D001,10,"same coords, same place_id"
บจก. คิงเวลล์ เฟิร์ส | Kingwell first สมุทรสาคร,1,,บจก. คิงเวลล์ เฟิร์ส | Kingwell first สมุทรสาคร,13.5674609,100.310397,ChIJSSrETa-54jARgzbti3CROvQ,ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D082,6,"same coords, same place_id"
บริษัท ซุปเปอร์ฟู้ด คาเฟ่,1,,บริษัท ซุปเปอร์ฟู้ด คาเฟ่,13.822398199999999,100.60767469999999,ChIJt0nsfwCd4jARWcf7QmX1eoc,27 ถ. สุคนธสวัสดิ์ ลาดพร้าว กรุงเทพมหานคร 10230,places,high,,,,,
บ.เอ็นเอส ซีฟูดส์ จำกัด สมุทรสาคร ลงของ ราคานี้ใชเเฉพาะเดือน 1/2026),1,,บ.เอ็นเอส ซีฟูดส์ จำกัด สมุทรสาคร ลงของ ราคานี้ใชเเฉพาะเดือน 1/2026,13.5481304,100.35111599999999,ChIJNVJIH_TH4jARYRbGEHTFWgk,"12, 3 พันท้ายนรสิงห์ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",places,high,,,D133,4,"same coords, same place_id"
GFPT Nichirei,1,,GFPT Nichirei,13.1588005,101.3018384,ChIJhfydNVLWAjER5p9ShPUh_XQ,77ม.4 ต.ห้างสูง อ.หนองใหญ่ ตำบล ห้างสูง อำเภอหนองใหญ่ ชลบุรี 20190,places,high,,,D290,2,"same coords, same place_id"
WIN WIN CONTAINER DEPOT (LKB),1,,LKB WIN WIN CONTAINER DEPOT,13.7339743,100.77918360000001,ChIJScv6lTdmHTER6u2Mu0ddG8E,48 ถ. คุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520,places,high,,,D302,2,"same coords, same place_id"
CRG ปทุมธานี,1,,CRG ปทุมธานี,14.1211199,100.6132335,ChIJ90w27l1_4jAR_tMKkD036LE,55 18 หมู่ 13 ถ. พหลโยธิน ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,,,
ครัวการบินไทย (สนามบินสุวรรณภูมิ),1,,สนามบินสุวรรณภูมิ ครัวการบินไทย,13.713728399999999,100.76104869999999,ChIJXd8f_aVnHTER3ZzNMhZjR0U,333/4 ซอย กิ่งแก้ว 25/1 หนองปรือ อำเภอบางพลี สมุทรปราการ 10540,places,medium,,,D117,2,"same coords, same place_id"
"United Kyoei Foods Co.,ltd.",1,,"United Kyoei Foods Co.,ltd.",13.6534462,100.55181720000002,ChIJh85tAZih4jARKJJlPVAm7zg,ถ. ปู่เจ้าสมิงพราย ตำบล บางหญ้าแพรก อำเภอพระประแดง สมุทรปราการ 10130,places,high,,,D256,2,"same coords, same place_id"
IFC Inter - Food,1,,IFC Inter - Food,13.6323391,100.3058993,ChIJYU3ZtaO_4jARK0hvvmPNzKI,398 หมู่ที 10 ซอยคลองมะเดื่อ ตำบล คลองมะเดื่อ อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,,,
CK นวนคร (อาหารเบทเทอร์) (≤ 30),1,CK นวนคร (อาหารเบทเทอร์),,,,,,,,,,,,
CTI,1,,CTI,13.732545,100.56029,ChIJT9FBL02f4jARfIyicMaqn_o,"CTI Tower 31st floor, 191/2-5 Ratchadapisek Rd.,, Khlong toei, Bangkok 10110",places,low,,,,,
ห้องเย็นศักดิ์สวัสดิ์,1,ห้องเย็นศักดิ์สวัส,,,,,,,,,,,,
COU - 002 (เนอวานา),1,,เนอวานา COU - 002,13.7518301,100.6847865,ChIJ14HL2elhHTERndMT3_qKbAc,A04 ซ. ศรีนครินทร์ - ร่มเกล้า แขวงทับช้าง สะพานสูง กรุงเทพมหานคร 10250,places,medium,,,D275,2,"same coords, same place_id"
คอนโดศุภาคาร (รับถัง),1,,รับถัง คอนโดศุภาคาร,13.7183856,100.5102251,ChIJtdSh0sOY4jARl22Js2zITFk,ซอย เจริญนคร 15 A แขวงคลองต้นไทร คลองสาน กรุงเทพมหานคร 10600,places,low,,,,,
